Year,City,Violations,Statistics,Value
2021,"Toronto, Ontario [35535]",Total impaired driving [910],Actual incidents,5260
2022,"Toronto, Ontario [35535]",Total impaired driving [910],Actual incidents,5261
2023,"Toronto, Ontario [35535]",Total impaired driving [910],Actual incidents,5267
2024,"Toronto, Ontario [35535]",Total impaired driving [910],Actual incidents,4908
2021,"Toronto, Ontario [35535]",Total impaired driving [910],"Rate per 100,000 population",82.53
2022,"Toronto, Ontario [35535]",Total impaired driving [910],"Rate per 100,000 population",81.03
2023,"Toronto, Ontario [35535]",Total impaired driving [910],"Rate per 100,000 population",78.13
2024,"Toronto, Ontario [35535]",Total impaired driving [910],"Rate per 100,000 population",70.09
2021,"Toronto, Ontario [35535]",Total impaired driving [910],Percentage change in rate,18.92
2022,"Toronto, Ontario [35535]",Total impaired driving [910],Percentage change in rate,-1.82
2023,"Toronto, Ontario [35535]",Total impaired driving [910],Percentage change in rate,-3.58
2024,"Toronto, Ontario [35535]",Total impaired driving [910],Percentage change in rate,-10.29
2021,"Toronto, Ontario [35535]",Total impaired driving [910],Percentage contribution to the Crime Severity Index (CSI),0.49
2022,"Toronto, Ontario [35535]",Total impaired driving [910],Percentage contribution to the Crime Severity Index (CSI),0.4
2023,"Toronto, Ontario [35535]",Total impaired driving [910],Percentage contribution to the Crime Severity Index (CSI),0.34
2024,"Toronto, Ontario [35535]",Total impaired driving [910],Percentage contribution to the Crime Severity Index (CSI),0.31
2021,"Toronto, Ontario [35535]",Total impaired driving [910],Unfounded incidents,78
2022,"Toronto, Ontario [35535]",Total impaired driving [910],Unfounded incidents,90
2023,"Toronto, Ontario [35535]",Total impaired driving [910],Unfounded incidents,108
2024,"Toronto, Ontario [35535]",Total impaired driving [910],Unfounded incidents,94
2021,"Toronto, Ontario [35535]",Total impaired driving [910],Percent unfounded,1.46
2022,"Toronto, Ontario [35535]",Total impaired driving [910],Percent unfounded,1.68
2023,"Toronto, Ontario [35535]",Total impaired driving [910],Percent unfounded,2.01
2024,"Toronto, Ontario [35535]",Total impaired driving [910],Percent unfounded,1.88
2021,"Toronto, Ontario [35535]",Total impaired driving [910],Total cleared,5179
2022,"Toronto, Ontario [35535]",Total impaired driving [910],Total cleared,5185
2023,"Toronto, Ontario [35535]",Total impaired driving [910],Total cleared,5197
2024,"Toronto, Ontario [35535]",Total impaired driving [910],Total cleared,4801
2021,"Toronto, Ontario [35535]",Total impaired driving [910],Cleared by charge,5097
2022,"Toronto, Ontario [35535]",Total impaired driving [910],Cleared by charge,5114
2023,"Toronto, Ontario [35535]",Total impaired driving [910],Cleared by charge,5106
2024,"Toronto, Ontario [35535]",Total impaired driving [910],Cleared by charge,4740
2021,"Toronto, Ontario [35535]",Total impaired driving [910],Cleared otherwise,82
2022,"Toronto, Ontario [35535]",Total impaired driving [910],Cleared otherwise,71
2023,"Toronto, Ontario [35535]",Total impaired driving [910],Cleared otherwise,91
2024,"Toronto, Ontario [35535]",Total impaired driving [910],Cleared otherwise,61
2021,"Toronto, Ontario [35535]",Total impaired driving [910],"Total, persons charged",5058
2022,"Toronto, Ontario [35535]",Total impaired driving [910],"Total, persons charged",5088
2023,"Toronto, Ontario [35535]",Total impaired driving [910],"Total, persons charged",5091
2024,"Toronto, Ontario [35535]",Total impaired driving [910],"Total, persons charged",4726
2021,"Toronto, Ontario [35535]",Total drug violations [401],Actual incidents,4192
2022,"Toronto, Ontario [35535]",Total drug violations [401],Actual incidents,3868
2023,"Toronto, Ontario [35535]",Total drug violations [401],Actual incidents,3672
2024,"Toronto, Ontario [35535]",Total drug violations [401],Actual incidents,3894
2021,"Toronto, Ontario [35535]",Total drug violations [401],"Rate per 100,000 population",65.78
2022,"Toronto, Ontario [35535]",Total drug violations [401],"Rate per 100,000 population",59.58
2023,"Toronto, Ontario [35535]",Total drug violations [401],"Rate per 100,000 population",54.47
2024,"Toronto, Ontario [35535]",Total drug violations [401],"Rate per 100,000 population",55.61
2021,"Toronto, Ontario [35535]",Total drug violations [401],Percentage change in rate,-3.51
2022,"Toronto, Ontario [35535]",Total drug violations [401],Percentage change in rate,-9.43
2023,"Toronto, Ontario [35535]",Total drug violations [401],Percentage change in rate,-8.57
2024,"Toronto, Ontario [35535]",Total drug violations [401],Percentage change in rate,2.09
2021,"Toronto, Ontario [35535]",Total drug violations [401],Percentage contribution to the Crime Severity Index (CSI),4.02
2022,"Toronto, Ontario [35535]",Total drug violations [401],Percentage contribution to the Crime Severity Index (CSI),3.28
2023,"Toronto, Ontario [35535]",Total drug violations [401],Percentage contribution to the Crime Severity Index (CSI),2.82
2024,"Toronto, Ontario [35535]",Total drug violations [401],Percentage contribution to the Crime Severity Index (CSI),3.27
2021,"Toronto, Ontario [35535]",Total drug violations [401],Unfounded incidents,97
2022,"Toronto, Ontario [35535]",Total drug violations [401],Unfounded incidents,97
2023,"Toronto, Ontario [35535]",Total drug violations [401],Unfounded incidents,56
2024,"Toronto, Ontario [35535]",Total drug violations [401],Unfounded incidents,51
2021,"Toronto, Ontario [35535]",Total drug violations [401],Percent unfounded,2.26
2022,"Toronto, Ontario [35535]",Total drug violations [401],Percent unfounded,2.45
2023,"Toronto, Ontario [35535]",Total drug violations [401],Percent unfounded,1.5
2024,"Toronto, Ontario [35535]",Total drug violations [401],Percent unfounded,1.29
2021,"Toronto, Ontario [35535]",Total drug violations [401],Total cleared,3484
2022,"Toronto, Ontario [35535]",Total drug violations [401],Total cleared,2785
2023,"Toronto, Ontario [35535]",Total drug violations [401],Total cleared,2562
2024,"Toronto, Ontario [35535]",Total drug violations [401],Total cleared,2704
2021,"Toronto, Ontario [35535]",Total drug violations [401],Cleared by charge,3102
2022,"Toronto, Ontario [35535]",Total drug violations [401],Cleared by charge,2367
2023,"Toronto, Ontario [35535]",Total drug violations [401],Cleared by charge,2097
2024,"Toronto, Ontario [35535]",Total drug violations [401],Cleared by charge,2241
2021,"Toronto, Ontario [35535]",Total drug violations [401],Cleared otherwise,382
2022,"Toronto, Ontario [35535]",Total drug violations [401],Cleared otherwise,418
2023,"Toronto, Ontario [35535]",Total drug violations [401],Cleared otherwise,465
2024,"Toronto, Ontario [35535]",Total drug violations [401],Cleared otherwise,463
2021,"Toronto, Ontario [35535]",Total drug violations [401],"Total, persons charged",3959
2022,"Toronto, Ontario [35535]",Total drug violations [401],"Total, persons charged",2746
2023,"Toronto, Ontario [35535]",Total drug violations [401],"Total, persons charged",2663
2024,"Toronto, Ontario [35535]",Total drug violations [401],"Total, persons charged",2800
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Actual incidents,34999
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Actual incidents,35712
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Actual incidents,38030
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Actual incidents,38791
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]","Rate per 100,000 population",5697.68
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]","Rate per 100,000 population",5596.76
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]","Rate per 100,000 population",5643.75
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]","Rate per 100,000 population",5487.67
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Percentage change in rate,5.66
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Percentage change in rate,-1.77
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Percentage change in rate,0.84
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Percentage change in rate,-2.77
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Percentage contribution to the Crime Severity Index (CSI),97.55
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Percentage contribution to the Crime Severity Index (CSI),98.04
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Percentage contribution to the Crime Severity Index (CSI),97.48
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Percentage contribution to the Crime Severity Index (CSI),97.72
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Unfounded incidents,222
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Unfounded incidents,225
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Unfounded incidents,219
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Unfounded incidents,288
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Percent unfounded,0.63
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Percent unfounded,0.63
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Percent unfounded,0.57
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Percent unfounded,0.74
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Total cleared,10638
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Total cleared,10895
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Total cleared,11645
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Total cleared,12286
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Cleared by charge,8425
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Cleared by charge,8789
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Cleared by charge,9341
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Cleared by charge,9742
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Cleared otherwise,2213
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Cleared otherwise,2106
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Cleared otherwise,2304
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]",Cleared otherwise,2544
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]","Total, persons charged",7288
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]","Total, persons charged",7309
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]","Total, persons charged",7566
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]","Total, all Criminal Code violations (including traffic) [25]","Total, persons charged",7912
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Actual incidents,2
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Actual incidents,7
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Actual incidents,5
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Actual incidents,5
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],"Rate per 100,000 population",0.33
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],"Rate per 100,000 population",1.1
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],"Rate per 100,000 population",0.74
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],"Rate per 100,000 population",0.71
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Percentage change in rate,
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Percentage change in rate,
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Percentage change in rate,-32.36
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Percentage change in rate,-4.67
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Percentage contribution to the Crime Severity Index (CSI),0.61
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Percentage contribution to the Crime Severity Index (CSI),2
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Percentage contribution to the Crime Severity Index (CSI),0.76
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Percentage contribution to the Crime Severity Index (CSI),1.19
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Unfounded incidents,0
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Unfounded incidents,0
2023,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Unfounded incidents,0
2024,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Unfounded incidents,0
2021,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Percent unfounded,0
2022,"Kitchener-Cambridge-Waterloo, Ontario [35541]",Homicide [110],Percent unfounded,0
